NCO_2015_Code,NCO_2004_Code,NCO_Job_Title,ONET_Code,ONET_Job_Title,Match_Score,LM_AIOE_Raw,AI_Automatability,AI_Exposure_Category,Match_Type
1111.01,1111.1,"Elected Official, Union Government",11-1031.00,Legislators,95,1.309,83.67724867724867,High,version_map
1111.02,1112.1,"Elected Official, State Government",11-1031.00,Legislators,95,1.309,83.67724867724867,High,version_map
1111.03,1113.1,"Elected Official, Local Bodies",11-1031.00,Legislators,95,1.309,83.67724867724867,High,version_map
1111.99,1119.9,"Legislators, Other",11-1031.00,Legislators,95,1.309,83.67724867724867,High,version_map
1112.01,1121.1,"Administrative Official, Union Government",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1112.02,1121.2,Diplomat,11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1112.03,1121.3,"Executive Officials, Union Government",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1112.04,1122.1,"Administrative Official, State Government",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1112.05,1122.2,"Executive Official, State Government",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1112.06,1123.1,"Administrative and Executive Officials, Quasi",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1112.07,1123.2,"Administrative & Executive Officials, Quasi",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1112.08,1124.1,"Administrative and Executive Officials, Local",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1112.99,1129.9,"Senior Government Officials, Other",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1114.01,1141.1,Political Worker,11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1114.02,1142.0,"Senior Officials of Employers, Workers and Other",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1114.03,1143.1,"Director, Disaster Management Services",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1114.99,1143.9,"Senior Officials of Special Interest Organizations,",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.01,1211.1,"Working Proprietor, Electricity",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.02,1211.2,"Working Proprietor, Gas",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.03,1211.3,"Working Proprietor, Water Supply",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.04,1211.4,"Director, Electricity",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.05,1211.5,"Director, Gas",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.06,1211.6,"Director, Water Supply",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.07,1212.1,"Director, Bank",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.08,1212.2,"Director, Insurance",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.09,1213.1,"Working Proprietor, Mines/Proprietor, Mines",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.1,1213.2,"Working Proprietor, Quarry/Proprietor, Quarry",47-5041.00,Continuous Mining Machine Operators,95,-1.355,13.201058201058203,Low,direct
1120.11,1213.3,"Working Proprietor, Well Drilling/Proprietor,",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.12,1213.4,"Working Proprietor, Construction/Proprietor,",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.13,1213.5,"Director, Construction",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.14,1213.6,"Director, Mines",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.15,1213.7,"Director, Quarry",47-5041.00,Continuous Mining Machine Operators,95,-1.355,13.201058201058203,Low,direct
1120.16,1213.8,"Director, Well Drilling",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.17,1214.1,"Working Proprietor, Manufacturing/Proprietor,",51-9199.00,"Production Workers, All Other",95,-1.363,12.98941798941799,Low,direct
1120.18,1214.2,Director Manufacturing,51-9199.00,"Production Workers, All Other",95,-1.363,12.98941798941799,Low,direct
1120.19,1214.3,"Working Proprietor, Wholesale Trade/Proprietor,",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.2,1214.4,"Working Proprietor, Retail Trade/Proprietor,",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.21,1214.5,"Director, Wholesale Trade",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.22,1214.6,"Director, Retail Trade",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.23,1215.1,"Working Proprietor, Transport",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.24,1215.2,"Director, Transport",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.25,1215.3,"Director, Communication",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.26,1215.4,"Director, Airport",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.27,1216.1,"Working Proprietor, Storage and Warehousing",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.28,1216.2,"Director, Storage and Warehousing",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.29,1217.1,"Working Proprietor, Lodging and Catering",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.3,1217.2,"Director, Lodging and Catering Services/Director",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.31,1217.3,Executive Chef,35-1011.00,Chefs and Head Cooks,95,-0.172,44.4973544973545,Medium-Low,direct
1120.32,1218.1,"Working Proprietor, Recreation and",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.33,1218.2,"Director, Recreation and Entertainment",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.34,1218.3,"Station Director, Radio/TV",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.3401,,Account Director ( Advertising Agency),11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.3402,,Sales Director (Media Org),11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.35,1219.1,"Working Proprietor, Other Services",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.36,1219.2,"Director, Other Services",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.37,1219.3,"Director, Museum/Zoo",11-1011.00,Chief Executives,80,1.309,83.67724867724867,High,direct
1120.38,1219.4,Chief Librarian,25-4022.00,Librarians and Media Collections Specialists,95,0.978,74.92063492063491,Medium-High,version_map
1120.39,1219.5,"Principal, College",11-9033.00,"Education Administrators, Postsecondary",95,1.545,89.92063492063491,High,direct
1120.99,1211.9,"Managing Directors and Chief Executives, Others",11-1011.00,Chief Executives,95,1.309,83.67724867724867,High,direct
1211.01,1307.1,"General Manager, Bank",11-3031.00,Financial Managers,80,1.295,83.30687830687829,High,direct
1211.02,1307.2,"General Manager, Insurance",11-3031.00,Financial Managers,80,1.295,83.30687830687829,High,direct
1211.03,1231.1,"Purser, Ship",11-3031.00,Financial Managers,80,1.295,83.30687830687829,High,direct
1211.99,,"Finance Managers, Others 1231.9",11-3031.00,Financial Managers,80,1.295,83.30687830687829,High,direct
1212.01,1232.1,Personnel Manager,11-3121.00,Human Resources Managers,80,1.359,85.0,High,direct
1212.99,1232.9,"Personnel and Industrial Relations Managers,",11-3121.00,Human Resources Managers,80,1.359,85.0,High,direct
1213.01,1239.1,"Manager, Automotive Service",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1213.0101,,Quality Assurance Standards In-Charge,11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1213.0102,,Manager – Customer Quality,11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1213.02,1239.2,"Manager, Automotive Service Station",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1213.0201,,Area Service Manager,11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1213.0202,,Territory Service Manager,11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1213.99,1239.9,"Managers, Other Services",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1219.01,1227.3,"Manager, Import and Export",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1219.0101,,Export Manager,11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1219.02,1228.1,"Manager, Health Club/Manager, Fitness",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1221.01,1233.1,Sales Manager (Wholesale Trade),11-2022.00,Sales Managers,80,1.294,83.28042328042328,High,direct
1221.02,1233.2,Sales Manager (Retail Trade),11-2022.00,Sales Managers,80,1.294,83.28042328042328,High,direct
1221.0301,,Home Delivery Manager,11-2022.00,Sales Managers,80,1.294,83.28042328042328,High,direct
1221.0401,,Territory Sales Manager (Broadband),11-2022.00,Sales Managers,80,1.294,83.28042328042328,High,direct
1221.0501,,Territory Sales Manager (Prepaid),11-2022.00,Sales Managers,80,1.294,83.28042328042328,High,direct
1221.0601,,Sales Co-Ordinator (Media Org),11-2022.00,Sales Managers,80,1.294,83.28042328042328,High,direct
1221.0602,,Sales Manager (Media Org),11-2022.00,Sales Managers,80,1.294,83.28042328042328,High,direct
1221.99,1233.9,"Sales and Marketing Managers, Other",11-2022.00,Sales Managers,80,1.294,83.28042328042328,High,direct
1222.01,1234.1,"Manager, Advertising and Promotion",11-2011.00,Advertising and Promotions Managers,80,1.217,81.24338624338624,High,direct
1222.0102,,Advertising Operations Co-Ordinator (Digital),11-2011.00,Advertising and Promotions Managers,80,1.217,81.24338624338624,High,direct
1222.02,1234.2,"Manager, Fashion/Fashion Manager",11-2011.00,Advertising and Promotions Managers,80,1.217,81.24338624338624,High,direct
1222.99,1234.9,Advertising and Public Relations Department,11-2011.00,Advertising and Promotions Managers,80,1.217,81.24338624338624,High,direct
1223.0101,,Manager Testing Facility,11-9041.00,Architectural and Engineering Managers,80,0.647,66.16402116402116,Medium-High,direct
1223.0102,,Manager Material Testing,11-9041.00,Architectural and Engineering Managers,80,0.647,66.16402116402116,Medium-High,direct
1223.0201,,Research Associate,11-9041.00,Architectural and Engineering Managers,80,0.647,66.16402116402116,Medium-High,direct
1311.01,1301.2,"General Manager, Plantation",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.02,1301.3,"General Manager, Horticulture",45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",95,-1.432,11.164021164021168,Low,direct
1311.03,1301.1,"General Manager, Agricultural Farm",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.04,1301.4,"General Manager, Livestock Farm",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.05,1301.5,"General Manager, Dairy Farm",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.06,1301.6,"General Manager, Poultry",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.07,1221.1,"Manager, Agricultural Farm",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.08,1221.2,"Manager, Plantation",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.09,1221.22,"Manager, Nursery",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.0901,,Rubber Nursery Manager,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",95,-0.158,44.867724867724874,Medium-Low,direct
1311.1,1221.24,"Manager, Aerial Planting and Cultivation",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.11,1221.26,"Manager, Orchard",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.12,1221.3,"Manager, Horticulture Farm",45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",95,-1.432,11.164021164021168,Low,direct
1311.13,1221.4,"Manager, Livestock Farm",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.14,1221.5,"Manager, Dairy Farm",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.15,1221.6,"Manager, Poultry Farm",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1311.99,1221.9,"Agricultural and Forestry Production Managers,",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80,-0.158,44.867724867724874,Medium-Low,direct
1321.01,1222.4,"Manager, Electricity",11-3051.00,Industrial Production Managers,80,0.354,58.41269841269841,Medium-High,direct
1321.02,1222.45,Terminal Manager,11-3051.00,Industrial Production Managers,80,0.354,58.41269841269841,Medium-High,direct
1321.03,1222.5,"Manager, Gas",11-3051.00,Industrial Production Managers,80,0.354,58.41269841269841,Medium-High,direct
1321.04,1222.6,"Manager, Water Supply",11-3051.00,Industrial Production Managers,80,0.354,58.41269841269841,Medium-High,direct
1321.05,1222.65,"Manager, Food Processing Plant",11-3051.00,Industrial Production Managers,80,0.354,58.41269841269841,Medium-High,direct
1321.06,1222.7,"Manager, Manufacturing",51-9199.00,"Production Workers, All Other",95,-1.363,12.98941798941799,Low,direct
1321.07,1302.4,"General Manager, Electricity",11-3051.00,Industrial Production Managers,80,0.354,58.41269841269841,Medium-High,direct
1321.08,1302.5,"General Manager, Gas",11-3051.00,Industrial Production Managers,80,0.354,58.41269841269841,Medium-High,direct
1321.09,1302.6,"General Manager, Water Supply",11-3051.00,Industrial Production Managers,80,0.354,58.41269841269841,Medium-High,direct
1321.1,1302.7,"General Manager, Manufacturing",51-9199.00,"Production Workers, All Other",95,-1.363,12.98941798941799,Low,direct
1321.99,1302.9,"Manufacturing Managers, Other",51-9199.00,"Production Workers, All Other",95,-1.363,12.98941798941799,Low,direct
1322.01,1222.1,"Manager, Mine",11-9041.00,Architectural and Engineering Managers,80,0.647,66.16402116402116,Medium-High,direct
1322.02,1222.2,"Manager, Quarry",47-5041.00,Continuous Mining Machine Operators,95,-1.355,13.201058201058203,Low,direct
1322.03,1222.3,"Manager, Well Drilling",11-9041.00,Architectural and Engineering Managers,80,0.647,66.16402116402116,Medium-High,direct
1322.04,1302.1,"General Manager, Mine",11-9041.00,Architectural and Engineering Managers,80,0.647,66.16402116402116,Medium-High,direct
1322.05,1302.2,"General Manager, Quarry",47-5041.00,Continuous Mining Machine Operators,95,-1.355,13.201058201058203,Low,direct
1322.06,1302.3,"General Manager, Well Drilling",11-9041.00,Architectural and Engineering Managers,80,0.647,66.16402116402116,Medium-High,direct
1322.99,1222.9,"Mining Managers, Other",11-9041.00,Architectural and Engineering Managers,80,0.647,66.16402116402116,Medium-High,direct
1323.01,1223.1,"Manager, Construction/Manager Construction",11-9021.00,Construction Managers,80,0.636,65.87301587301587,Medium-High,direct
1323.02,1223.2,"Manager, Land Survey",11-9021.00,Construction Managers,80,0.636,65.87301587301587,Medium-High,direct
1323.03,1303.1,"General Manager, Construction/General",11-9021.00,Construction Managers,80,0.636,65.87301587301587,Medium-High,direct
1323.99,1303.9,"Construction Managers, Other",11-9021.00,Construction Managers,80,0.636,65.87301587301587,Medium-High,direct
1324.01,1235.1,"Manager, Material Control/Manager Materials",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.0101,,Manager Supplier Quality,11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.0102,,Material Co-Ordination Manager,11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.0103,,Manager Vendor Development,11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.02,1226.1,"Manager, Transport",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.03,1226.15,"Station Master, Roadways",11-1021.00,General and Operations Managers,95,0.678,66.98412698412697,Medium-High,direct
1324.04,1226.17,"Traffic Inspector, Motor Transport",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.05,1226.2,"Manager, Traffic",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.06,1226.25,"Traffic Inspector, Railway",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.07,1226.29,"Traffic Inspector, Tram",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.08,1226.3,"Manager, Flight Operation",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.09,1226.35,Aerodrome Officer,11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.1,1226.37,"Flight Operation Officer, Air Service",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.11,1226.39,"Traffic Officer, Air Service/Traffic Controller",11-3031.00,Financial Managers,95,1.295,83.30687830687829,High,direct
1324.12,1226.5,"Manager, Storage and Warehousing",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.1201,,Warehouse Supervisor,11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.13,1226.52,"Goods Supervisor, Railway",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.14,1226.54,"Goods Supervisor, Road Transport",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.15,1226.6,"Station Master, Railway",11-1021.00,General and Operations Managers,95,0.678,66.98412698412697,Medium-High,direct
1324.16,1226.62,"Platform Inspector, Railway",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.17,1226.64,"Rates Inspector, Railway",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.18,1226.65,"Depot Starter, Tram",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.19,1226.67,"Section Controller, Railway",11-3031.00,Financial Managers,95,1.295,83.30687830687829,High,direct
1324.2,1226.69,"Accident Officer, Tram",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.21,1306.1,"General Manager, Transport",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.22,1306.3,"General Manager, Storage and Warehousing",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1324.99,1226.9,"Supply, Distribution and Related Managers and",11-3071.00,"Transportation, Storage, and Distribution Managers",80,0.905,72.98941798941799,Medium-High,direct
1330.01,1226.4,"Manager, Communication",11-3021.00,Computer and Information Systems Managers,80,0.945,74.04761904761904,Medium-High,direct
1330.0101,,Communication Analyst,11-3021.00,Computer and Information Systems Managers,80,0.945,74.04761904761904,Medium-High,direct
1330.02,1226.7,"Contract Officer, Telephone/Liaising Officer/",11-3021.00,Computer and Information Systems Managers,80,0.945,74.04761904761904,Medium-High,direct
1330.03,1226.8,Post Master,11-3021.00,Computer and Information Systems Managers,80,0.945,74.04761904761904,Medium-High,direct
1330.06,1306.2,"General Manager, Communication",11-3021.00,Computer and Information Systems Managers,80,0.945,74.04761904761904,Medium-High,direct
1330.0701,,Cluster Manager,11-3021.00,Computer and Information Systems Managers,80,0.945,74.04761904761904,Medium-High,direct
1330.99,,Information and Communication Technology,11-3021.00,Computer and Information Systems Managers,80,0.945,74.04761904761904,Medium-High,direct
1345.01,1229.2,Headmaster,11-9032.00,"Education Administrators, Kindergarten through Secondary",95,1.199,80.76719576719576,High,direct
1346.01,1227.1,"Manager, Bank",11-3031.00,Financial Managers,80,1.295,83.30687830687829,High,direct
1346.02,1227.2,"Manager, Insurance",11-3031.00,Financial Managers,80,1.295,83.30687830687829,High,direct
1346.99,1227.9,Financial and Insurance Service Branch,11-3031.00,Financial Managers,80,1.295,83.30687830687829,High,direct
1411.01,1225.1,"Manager, Lodging and Catering",11-9081.00,Lodging Managers,80,0.464,61.32275132275132,Medium-High,direct
1411.02,1305.1,"General Manager, Lodging and Catering Services",11-9081.00,Lodging Managers,80,0.464,61.32275132275132,Medium-High,direct
1411.99,1225.9,"Hotel Managers, Others",11-9081.00,Lodging Managers,80,0.464,61.32275132275132,Medium-High,direct
1412.01,1225.2,"Manager, Fast Food Service",11-9051.00,Food Service Managers,80,0.061,50.66137566137566,Medium-High,direct
1412.99,1305.9,"Restaurant Managers, Other",11-9051.00,Food Service Managers,80,0.061,50.66137566137566,Medium-High,direct
1420.01,1224.1,"Manager, Wholesale Trade",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1420.02,1224.2,"Manager, Retail Trade",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1420.03,1224.3,"Manager, Export",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1420.04,1304.1,"General Manager, Wholesale Trade/Senior",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1420.05,1304.2,"General Manager, Retail Trade, Senior Manager,",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1420.99,1304.9,"Retail and Wholesale Trade Managers, Other",11-1021.00,General and Operations Managers,80,0.678,66.98412698412697,Medium-High,direct
1431.01,1309.1,"General Manager, Recreation and Entertainment",11-9072.00,"Entertainment and Recreation Managers, Except Gambling",80,0.719,68.06878306878306,Medium-High,version_map
1431.99,1309.9,"Sports, Recreation and Cultural Centre Manager,",11-9072.00,"Entertainment and Recreation Managers, Except Gambling",80,0.719,68.06878306878306,Medium-High,version_map
2111.01,2111.1,"Physicist, General",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2111.02,2111.15,"Physicist, Mechanics",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2111.03,2111.2,"Physicist, Heat",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2111.04,2111.25,"Physicist, Light",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2111.05,2111.3,"Physicist, Sound",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2111.06,2111.35,"Physicist, Electricity and Magnetism",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2111.07,2111.4,"Physicist, Electronics",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2111.08,2111.5,"Physicist, Nuclear",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2111.09,2111.6,Astronomer,19-2011.00,Astronomers,95,1.035,76.42857142857143,High,direct
2111.1,2119.1,Metrologist,19-2012.00,Physicists,80,1.097,78.06878306878306,High,direct
2111.11,2119.2,Material Scientist,19-2012.00,Physicists,80,1.097,78.06878306878306,High,direct
2111.99,2111.9,"Physicists and Astronomers, Other",19-2011.00,Astronomers,95,1.035,76.42857142857143,High,direct
2112.01,2112.1,Meteorologist,19-2021.00,Atmospheric and Space Scientists,95,1.259,82.35449735449735,High,direct
2112.99,2112.9,"Meteorologists, Other",19-2021.00,Atmospheric and Space Scientists,95,1.259,82.35449735449735,High,direct
2113.01,2113.1,"Chemist, General",19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.02,2113.2,"Chemist, Organic",19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.03,2113.3,"Chemist, Inorganic",19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.04,2113.4,"Chemist, Physical",19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.05,2113.5,"Chemist, Analytical",19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.06,2113.6,"Chemist, Industrial",19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.0601,,Quality Control Chemist,19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.0621,,Lab Chemist – Finished Product Testing,19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.0622,,Lab Chemist – Incoming Raw Material Testing,19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.0623,,Lab Chemist – Compound Testing – Batch,19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.0624,,Lab Chemist – Cured Compound Testing,19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.08,2113.8,"Chemist, Forensic Science",19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.0901,,Quality Assurance Chemist,19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2113.99,2113.9,"Chemists, Other",19-2031.00,Chemists,95,0.327,57.698412698412696,Medium-High,direct
2114.01,2114.1,Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",95,0.567,64.04761904761905,Medium-High,direct
2114.02,2114.2,Petrologists,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",80,0.567,64.04761904761905,Medium-High,direct
2114.03,2114.3,Palaeontologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",80,0.567,64.04761904761905,Medium-High,direct
2114.04,2114.4,Geophysicist,19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2114.05,2114.5,Hydrologist,19-2043.00,Hydrologists,95,0.555,63.730158730158735,Medium-High,direct
2114.06,2114.6,Mineralogist,47-5041.00,Continuous Mining Machine Operators,95,-1.355,13.201058201058203,Low,direct
2114.07,2114.7,Seismologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",95,0.567,64.04761904761905,Medium-High,direct
2114.08,2114.8,Oceanographer,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",95,0.567,64.04761904761905,Medium-High,direct
2114.15,2114.15,"Geologist, Petroleum",19-2042.00,"Geoscientists, Except Hydrologists and Geographers",95,0.567,64.04761904761905,Medium-High,direct
2114.55,2114.55,"Hydrographer, Waterworks",19-2042.00,"Geoscientists, Except Hydrologists and Geographers",95,0.567,64.04761904761905,Medium-High,direct
2114.99,2114.9,"Geologists and Geophysicists, Other",19-2012.00,Physicists,95,1.097,78.06878306878306,High,direct
2120.01,2121.1,Mathematician,15-2021.00,Mathematicians,95,1.166,79.89417989417989,High,direct
2120.02,2121.2,Actuary,15-2011.00,Actuaries,95,1.2,80.7936507936508,High,direct
2120.03,2122.1,Statistician,15-2041.00,Statisticians,95,1.243,81.93121693121694,High,direct
2120.04,2122.2,"Statistician, Applied",15-2041.00,Statisticians,95,1.243,81.93121693121694,High,direct
2120.05,2122.3,Operation Research Analyst,15-2041.00,Statisticians,80,1.243,81.93121693121694,High,direct
2120.0501,,Associate – Analytics,15-2041.00,Statisticians,80,1.243,81.93121693121694,High,direct
2120.99,2122.9,"Mathematicians, Actuaries and Statisticians,",15-2021.00,Mathematicians,95,1.166,79.89417989417989,High,direct
